model_output_id,canonical_sci,canonical_zh,canonical_en,family_sci,family_zh,order_sci,iucn,protect_level,v3_n,v1_n,aug_n,in_china_v12,note
0,Abroscopus albogularis,棕脸鹟莺,rufous faced warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,415,415,0,true,
1,Abroscopus schisticeps,黑脸鹟莺,black faced warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,82,82,0,true,
2,Abroscopus superciliaris,黄腹鹟莺,yellow bellied warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,80,41,39,true,
3,Acanthis flammea,白腰朱顶雀,common redpoll,Fringillidae,燕雀科,PASSERIFORMES,LC,,159,159,0,true,极北朱顶雀和白腰朱顶雀合并，保留中文名白腰朱顶雀，英文名由Common Redpoll修改为Redpoll。从名录中移除极北朱顶雀（Chesser et al. 2024，Mason & Taylor 2015，Funk et al. 2021）
4,Accipiter nisus,雀鹰,eurasian sparrowhawk,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,898,898,0,true,
5,Aceros nipalensis,棕颈犀鸟,rufous necked hornbill,Bucerotidae,犀鸟科,BUCEROTIFORMES,VU,一级,90,62,28,true,
6,Acridotheres albocinctus,白领八哥,collared myna,Sturnidae,椋鸟科,PASSERIFORMES,LC,,120,120,0,true,
7,Acridotheres burmannicus,红嘴椋鸟,vinous breasted starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,75,44,31,true,
8,Acridotheres cristatellus,八哥,crested myna,Sturnidae,椋鸟科,PASSERIFORMES,LC,,3086,3086,0,true,
9,Acridotheres grandis,林八哥,great myna,Sturnidae,椋鸟科,PASSERIFORMES,LC,,136,136,0,true,
10,Acridotheres tristis,家八哥,common myna,Sturnidae,椋鸟科,PASSERIFORMES,LC,,283,283,0,true,
11,Acrocephalus agricola,稻田苇莺,paddyfield warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,139,139,0,true,
12,Acrocephalus arundinaceus,大苇莺,great reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,116,116,0,true,
13,Acrocephalus bistrigiceps,黑眉苇莺,black browed reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,273,273,0,true,
14,Acrocephalus concinens,钝翅苇莺,blunt winged warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,104,104,0,true,
15,Acrocephalus dumetorum,布氏苇莺,blyth's reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,99,64,35,true,
16,Acrocephalus melanopogon,须苇莺,moustached warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,85,36,49,true,
17,Acrocephalus orientalis,东方大苇莺,oriental reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,480,480,0,true,
21,Acrocephalus stentoreus,噪大苇莺,clamorous reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,82,30,52,true,
22,Acrocephalus tangorum,远东苇莺,manchurian reed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,VU,,82,82,0,true,
23,Actinodura cyanouroptera,蓝翅希鹛,blue winged minla,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,274,274,0,true,
24,Actinodura egertoni,锈额斑翅鹛,rusty fronted barwing,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,92,63,29,true,
25,Actinodura morrisoniana,台湾斑翅鹛,taiwan barwing,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,86,86,0,true,
26,Actinodura nipalensis,纹头斑翅鹛,hoary throated barwing,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,87,40,47,true,
27,Actinodura ramsayi,白眶斑翅鹛,spectacled barwing,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,92,64,28,true,
29,Actinodura strigula,斑喉希鹛,bar throated minla,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,112,112,0,true,
30,Actinodura waldeni,纹胸斑翅鹛,streak throated barwing,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,90,61,29,true,
31,Actitis hypoleucos,矶鹬,common sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,1268,1268,0,true,
32,Aegithalos bonvaloti,黑眉长尾山雀,black browed bushtit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,92,62,30,true,
33,Aegithalos caudatus,北长尾山雀,long tailed tit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,506,506,0,true,
34,Aegithalos concinnus,红头长尾山雀,black throated bushtit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,2475,2475,0,true,
35,Aegithalos fuliginosus,银脸长尾山雀,sooty bushtit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,190,190,0,true,
36,Aegithalos glaucogularis,银喉长尾山雀,silver throated bushtit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,1748,1748,0,true,
37,Aegithalos iouschistos,棕额长尾山雀,rufous fronted bushtit,Aegithalidae,长尾山雀科,PASSERIFORMES,LC,,173,173,0,true,
38,Aegithina lafresnayei,大绿雀鹎,great iora,Aegithinidae,雀鹎科,PASSERIFORMES,LC,,115,115,0,true,
39,Aegithina tiphia,黑翅雀鹎,common iora,Aegithinidae,雀鹎科,PASSERIFORMES,LC,,253,253,0,true,
41,Aegypius monachus,秃鹫,cinereous vulture,Accipitridae,鹰科,ACCIPITRIFORMES,NT,一级,386,386,0,true,
42,Aerodramus brevirostris,短嘴金丝燕,himalayan swiftlet,Apodidae,雨燕科,APODIFORMES,LC,,135,135,0,true,
43,Aerodramus fuciphagus,爪哇金丝燕,edible nest swiftlet,Apodidae,雨燕科,APODIFORMES,LC,,80,80,0,true,爪哇金丝燕Aerodramus fuciphagus和戈氏金丝燕A.germani合并为一种A. fuciphagus，学名由Aerodramus germani改为Aerodramus fuciphagus，中文名由戈氏金丝燕改为爪哇金丝燕，应该文明由Germain's Swiftlet改为Edible-nest Swiftlet（Dickinson & Remsen 2013; del Hoyo & Collar 2014）
44,Aethopyga christinae,叉尾太阳鸟,fork tailed sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,925,925,0,true,
45,Aethopyga gouldiae,蓝喉太阳鸟,mrs gould's sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,344,344,0,true,
46,Aethopyga ignicauda,火尾太阳鸟,fire tailed sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,205,205,0,true,
47,Aethopyga nipalensis,绿喉太阳鸟,green tailed sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,122,122,0,true,
48,Aethopyga saturata,黑胸太阳鸟,black throated sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,251,251,0,true,
49,Aethopyga siparaja,黄腰太阳鸟,crimson sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,584,584,0,true,
50,Agraphospiza rubescens,赤朱雀,blanford's rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,157,157,0,true,
51,Agropsar philippensis,紫背椋鸟,chestnut cheeked starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,78,78,0,true,
52,Agropsar sturninus,北椋鸟,daurian starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,171,171,0,true,
53,Aix galericulata,鸳鸯,mandarin duck,Anatidae,鸭科,ANSERIFORMES,LC,二级,3065,3065,0,true,
54,Alauda arvensis,云雀,eurasian skylark,Alaudidae,百灵科,PASSERIFORMES,LC,二级,274,274,0,true,
55,Alauda gulgula,小云雀,oriental skylark,Alaudidae,百灵科,PASSERIFORMES,LC,,360,360,0,true,
57,Alauda leucoptera,白翅云雀,white winged lark,Alaudidae,百灵科,PASSERIFORMES,LC,,100,69,31,true,中文名由白翅百灵改为白翅云雀
58,Alaudala cheleensis,亚洲短趾百灵,asian short toed lark,Alaudidae,百灵科,PASSERIFORMES,LC,,107,107,0,true,
59,Alaudala heinei,中亚短趾百灵,turkestan short toed lark,Alaudidae,百灵科,PASSERIFORMES,NR,,90,40,50,true,
60,Alcedo atthis,普通翠鸟,common kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,LC,,2853,2853,0,true,
61,Alcedo hercules,斑头大翠鸟,blyth's kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,NT,二级,90,64,26,true,
62,Alcedo meninting,蓝耳翠鸟,blue eared kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,LC,二级,87,38,49,true,
63,Alcippe davidi,灰眶雀鹛,david's fulvetta,Alcippeidae,雀鹛科,PASSERIFORMES,NR,,175,175,0,true,
64,Alcippe fratercula,云南雀鹛,yunnan fulvetta,Alcippeidae,雀鹛科,PASSERIFORMES,NR,,144,144,0,true,
65,Alcippe hueti,淡眉雀鹛,huet's fulvetta,Alcippeidae,雀鹛科,PASSERIFORMES,NR,,565,565,0,true,
67,Alcippe nipalensis,白眶雀鹛,nepal fulvetta,Alcippeidae,雀鹛科,PASSERIFORMES,LC,,99,73,26,true,
68,Alcippe poioicephala,褐脸雀鹛,brown cheeked fulvetta,Alcippeidae,雀鹛科,PASSERIFORMES,LC,,94,94,0,true,
69,Alcurus striatus,纵纹绿鹎,striated bulbul,Pycnonotidae,鹎科,PASSERIFORMES,LC,,102,102,0,true,
70,Alectoris chukar,石鸡,chukar partridge,Phasianidae,雉科,GALLIFORMES,LC,,393,393,0,true,
71,Alectoris magna,大石鸡,rusty necklaced partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,163,163,0,true,
72,Alophoixus flaveolus,黄腹冠鹎,white throated bulbul,Pycnonotidae,鹎科,PASSERIFORMES,LC,,135,135,0,true,
73,Alophoixus pallidus,白喉冠鹎,puff throated bulbul,Pycnonotidae,鹎科,PASSERIFORMES,LC,,180,180,0,true,
74,Amandava amandava,红梅花雀,red avadavat,Estrildidae,梅花雀科,PASSERIFORMES,LC,,242,242,0,true,
75,Amaurornis phoenicurus,白胸苦恶鸟,white breasted waterhen,Rallidae,秧鸡科,GRUIFORMES,LC,,1012,1012,0,true,
76,Ampeliceps coronatus,金冠树八哥,golden crested myna,Sturnidae,椋鸟科,PASSERIFORMES,LC,,79,31,48,true,
77,Anarhynchus alexandrinus,环颈鸻,kentish plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,553,553,0,true,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
78,Anarhynchus asiaticus,红胸鸻,caspian plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,105,69,36,true,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
79,Anarhynchus atrifrons,青藏沙鸻,tibetan sand plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,133,133,0,true,IUCN红色名录等级由NR调整为LC，将蒙古沙鸻的pamirensis、atrifrons、schaeferi亚种作为独立种青藏沙鸻Charadrius atrifrons（Wei et al. 2022）由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
80,Anarhynchus dealbatus,白脸鸻,white faced plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,82,46,36,true,IUCN红色名录等级由DD调整为LC，由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
81,Anarhynchus leschenaultii,铁嘴沙鸻,greater sand plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,200,200,0,true,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
82,Anarhynchus mongolus,蒙古沙鸻,siberian sand plover,Charadriidae,鸻科,CHARADRIIFORMES,EN,,232,232,0,true,IUCN红色名录等级由LC升为EN，英文名由Lesser Sand Plover为Siberian Sand Plover，由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
83,Anarhynchus veredus,东方鸻,oriental plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,156,156,0,true,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
84,Anas acuta,针尾鸭,northern pintail,Anatidae,鸭科,ANSERIFORMES,LC,,623,623,0,true,
86,Anas crecca,绿翅鸭,eurasian teal,Anatidae,鸭科,ANSERIFORMES,LC,,1618,1618,0,true,
88,Anas platyrhynchos,绿头鸭,mallard,Anatidae,鸭科,ANSERIFORMES,LC,,4244,4244,0,true,
89,Anas poecilorhyncha,印缅斑嘴鸭,indian spot billed duck,Anatidae,鸭科,ANSERIFORMES,LC,,158,158,0,true,
90,Anas zonorhyncha,斑嘴鸭,chinese spot billed duck,Anatidae,鸭科,ANSERIFORMES,LC,,2903,2903,0,true,
91,Anastomus oscitans,钳嘴鹳,asian openbill,Ciconiidae,鹳科,CICONIIFORMES,LC,,548,548,0,true,
92,Anhinga melanogaster,黑腹蛇鹈,oriental darter,Anhingidae,蛇鹈科,SULIFORMES,LC,,101,101,0,true,IUCN红色名录等级由NT降为LC
95,Anous stolidus,白顶玄燕鸥,brown noddy,Laridae,鸥科,CHARADRIIFORMES,LC,,75,42,33,true,
96,Anser albifrons,白额雁,greater white fronted goose,Anatidae,鸭科,ANSERIFORMES,LC,二级,522,522,0,true,
97,Anser anser,灰雁,greylag goose,Anatidae,鸭科,ANSERIFORMES,LC,,714,714,0,true,
98,Anser caerulescens,雪雁,snow goose,Anatidae,鸭科,ANSERIFORMES,LC,,435,435,0,true,
99,Anser cygnoides,鸿雁,swan goose,Anatidae,鸭科,ANSERIFORMES,EN,二级,1141,1141,0,true,IUCN红色名录等级由VU升为EN
100,Anser erythropus,小白额雁,lesser white fronted goose,Anatidae,鸭科,ANSERIFORMES,VU,二级,181,181,0,true,
101,Anser fabalis,豆雁,taiga bean goose,Anatidae,鸭科,ANSERIFORMES,LC,,421,421,0,true,
102,Anser indicus,斑头雁,bar headed goose,Anatidae,鸭科,ANSERIFORMES,LC,,504,504,0,true,
103,Anser serrirostris,短嘴豆雁,tundra bean goose,Anatidae,鸭科,ANSERIFORMES,NR,,382,382,0,true,
104,Anthipes monileger,白喉姬鹟,white gorgeted flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,133,133,0,true,
105,Anthracoceros albirostris,冠斑犀鸟,oriental pied hornbill,Bucerotidae,犀鸟科,BUCEROTIFORMES,LC,一级,203,203,0,true,
106,Anthreptes malacensis,褐喉食蜜鸟,brown throated sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,196,196,0,true,
107,Anthus campestris,平原鹨,tawny pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,83,83,0,true,
108,Anthus cervinus,红喉鹨,red throated pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,388,388,0,true,
109,Anthus godlewskii,布氏鹨,blyth's pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,79,79,0,true,
110,Anthus gustavi,北鹨,pechora pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,210,210,0,true,
111,Anthus hodgsoni,树鹨,olive backed pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,2312,2312,0,true,
112,Anthus japonicus,黄腹鹨,siberian pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,536,536,0,true,黄腹鹨的japonicus亚种提升为独立种，学名由Anthus rubescens改为Anthus japonicus，英文名由Buff-bellied Pipit改为Siberian Pipit
113,Anthus pratensis,草地鹨,meadow pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,270,270,0,true,
114,Anthus richardi,理氏鹨,richard's pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,235,235,0,true,
115,Anthus roseatus,粉红胸鹨,rosy pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,460,460,0,true,
116,Anthus rufulus,田鹨,paddyfield pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,251,251,0,true,
117,Anthus spinoletta,水鹨,water pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,845,845,0,true,
118,Anthus sylvanus,山鹨,upland pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,118,118,0,true,
119,Anthus trivialis,林鹨,tree pipit,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,88,88,0,true,
120,Antigone antigone,赤颈鹤,sarus crane,Gruidae,鹤科,GRUIFORMES,VU,一级,77,33,44,true,
121,Antigone canadensis,沙丘鹤,sandhill crane,Gruidae,鹤科,GRUIFORMES,LC,二级,235,235,0,true,
122,Antigone vipio,白枕鹤,white naped crane,Gruidae,鹤科,GRUIFORMES,VU,一级,229,229,0,true,
123,Aplonis panayensis,亚洲辉椋鸟,asian glossy starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,89,43,46,true,2022年2月26日，海南海口，钟忠柱
125,Apus apus,普通雨燕,common swift,Apodidae,雨燕科,APODIFORMES,LC,,208,208,0,true,
126,Apus cooki,印支白腰雨燕,cook's swift,Apodidae,雨燕科,APODIFORMES,NR,,77,77,0,true,
127,Apus nipalensis,小白腰雨燕,house swift,Apodidae,雨燕科,APODIFORMES,LC,,310,310,0,true,
128,Apus pacificus,白腰雨燕,pacific swift,Apodidae,雨燕科,APODIFORMES,LC,,200,200,0,true,
129,Apus salimalii,华西白腰雨燕,salim ali's swift,Apodidae,雨燕科,APODIFORMES,NR,,76,60,16,true,中文名由青藏白腰雨燕改为华西白腰雨燕
130,Aquila chrysaetos,金雕,golden eagle,Accipitridae,鹰科,ACCIPITRIFORMES,LC,一级,552,552,0,true,
131,Aquila fasciata,白腹隼雕,bonelli's eagle,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,200,200,0,true,
132,Aquila heliaca,白肩雕,eastern imperial eagle,Accipitridae,鹰科,ACCIPITRIFORMES,VU,一级,245,245,0,true,
133,Aquila nipalensis,草原雕,steppe eagle,Accipitridae,鹰科,ACCIPITRIFORMES,EN,一级,329,329,0,true,
134,Arachnothera longirostra,长嘴捕蛛鸟,little spiderhunter,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,178,178,0,true,
135,Arachnothera magna,纹背捕蛛鸟,streaked spiderhunter,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,280,280,0,true,
136,Arborophila ardens,海南山鹧鸪,hainan partridge,Phasianidae,雉科,GALLIFORMES,VU,一级,168,168,0,true,
137,Arborophila atrogularis,白颊山鹧鸪,white cheeked partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,140,140,0,true,IUCN红色名录等级由NT降为LC
138,Arborophila brunneopectus,褐胸山鹧鸪,bar backed partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,162,162,0,true,
140,Arborophila gingica,白眉山鹧鸪,white necklaced partridge,Phasianidae,雉科,GALLIFORMES,NT,二级,168,168,0,true,
142,Arborophila rufipectus,四川山鹧鸪,sichuan partridge,Phasianidae,雉科,GALLIFORMES,VU,一级,159,159,0,true,IUCN红色名录等级由EN降为VU
143,Arborophila rufogularis,红喉山鹧鸪,rufous throated partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,187,187,0,true,
144,Arborophila torqueola,环颈山鹧鸪,common hill partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,126,126,0,true,
145,Ardea alba,大白鹭,great egret,Ardeidae,鹭科,PELECANIFORMES,LC,,1769,1769,0,true,
146,Ardea cinerea,苍鹭,grey heron,Ardeidae,鹭科,PELECANIFORMES,LC,,3683,3683,0,true,
147,Ardea coromanda,牛背鹭,eastern cattle egret,Ardeidae,鹭科,PELECANIFORMES,NR,,635,635,0,true,由Bubulcus属移入Ardea属，学名由Bubulcus coromandus改为Ardea coromanda（Hruska et al. 2023；Chesser et al. 2024）
149,Ardea intermedia,中白鹭,intermediate egret,Ardeidae,鹭科,PELECANIFORMES,LC,,552,552,0,true,
150,Ardea purpurea,草鹭,purple heron,Ardeidae,鹭科,PELECANIFORMES,LC,,537,537,0,true,
152,Ardenna grisea,灰鹱,sooty shearwater,Procellariidae,鹱科,PROCELLARIIFORMES,NT,,104,73,31,true,
154,Ardenna tenuirostris,短尾鹱,short tailed shearwater,Procellariidae,鹱科,PROCELLARIIFORMES,LC,,88,62,26,true,
155,Ardeola bacchus,池鹭,chinese pond heron,Ardeidae,鹭科,PELECANIFORMES,LC,,2704,2704,0,true,
156,Ardeola grayii,印度池鹭,indian pond heron,Ardeidae,鹭科,PELECANIFORMES,LC,,89,73,16,true,
157,Ardeola speciosa,爪哇池鹭,javan pond heron,Ardeidae,鹭科,PELECANIFORMES,LC,,92,62,30,true,
158,Arenaria interpres,翻石鹬,ruddy turnstone,Scolopacidae,丘鹬科,CHARADRIIFORMES,NT,二级,248,248,0,true,IUCN红色名录等级由LC升为NT
159,Artamus fuscus,灰燕鵙,ashy woodswallow,Artamidae,燕鵙科,PASSERIFORMES,LC,,109,109,0,true,
160,Arundinax aedon,厚嘴苇莺,thick billed warbler,Acrocephalidae,苇莺科,PASSERIFORMES,LC,,97,97,0,true,
162,Asio flammeus,短耳鸮,short eared owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,147,147,0,true,
163,Asio otus,长耳鸮,long eared owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,465,465,0,true,
164,Astur gentilis,苍鹰,eurasian goshawk,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,312,312,0,true,英文名由Northern Goshawk改为Eurasian Goshawk，由Accipiter属移入重新恢复的Astur属（Lerner & Mindell 2005；Mindell et al. 2018；Sangster et al.2021；Catanach et al.2024）
166,Athene noctua,纵纹腹小鸮,little owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,319,319,0,true,
167,Aviceda jerdoni,褐冠鹃隼,jerdon's baza,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,199,199,0,true,
168,Aviceda leuphotes,黑冠鹃隼,black baza,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,470,470,0,true,
170,Aythya baeri,青头潜鸭,baer's pochard,Anatidae,鸭科,ANSERIFORMES,CR,一级,581,581,0,true,
171,Aythya collaris,环颈潜鸭,ring necked duck,Anatidae,鸭科,ANSERIFORMES,LC,,88,57,31,true,
172,Aythya ferina,红头潜鸭,common pochard,Anatidae,鸭科,ANSERIFORMES,VU,,781,781,0,true,
173,Aythya fuligula,凤头潜鸭,tufted duck,Anatidae,鸭科,ANSERIFORMES,LC,,774,774,0,true,
174,Aythya marila,斑背潜鸭,greater scaup,Anatidae,鸭科,ANSERIFORMES,LC,,426,426,0,true,
175,Aythya nyroca,白眼潜鸭,ferruginous pochard,Anatidae,鸭科,ANSERIFORMES,NT,,547,547,0,true,
176,Aythya valisineria,帆背潜鸭,canvasback,Anatidae,鸭科,ANSERIFORMES,LC,,206,206,0,true,
177,Bambusicola fytchii,棕胸竹鸡,mountain bamboo partridge,Phasianidae,雉科,GALLIFORMES,LC,,157,157,0,true,
179,Bambusicola thoracicus,灰胸竹鸡,chinese bamboo partridge,Phasianidae,雉科,GALLIFORMES,LC,,493,493,0,true,
181,Blythipicus pyrrhotis,黄嘴栗啄木鸟,bay woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,103,103,0,true,
182,Bombycilla garrulus,太平鸟,bohemian waxwing,Bombycillidae,太平鸟科,PASSERIFORMES,LC,,572,572,0,true,
183,Bombycilla japonica,小太平鸟,japanese waxwing,Bombycillidae,太平鸟科,PASSERIFORMES,NT,,804,804,0,true,
184,Botaurus cinnamomeus,栗苇鳽,cinnamon bittern,Ardeidae,鹭科,PELECANIFORMES,LC,,178,178,0,true,由Ixobrychus属归入Botaurus属（Päckert et al. 2014；Hruska et al. 2023；Chesser et al. 2024）
185,Botaurus eurhythmus,紫背苇鳽,von schrenck's bittern,Ardeidae,鹭科,PELECANIFORMES,LC,,150,150,0,true,由Ixobrychus属归入Botaurus属（Päckert et al. 2014；Hruska et al. 2023；Chesser et al. 2024）
186,Botaurus flavicollis,黑鳽,black bittern,Ardeidae,鹭科,PELECANIFORMES,LC,,247,247,0,true,由Ixobrychus属归入Botaurus属（Päckert et al. 2014；Hruska et al. 2023；Chesser et al. 2024）
187,Botaurus minutus,小苇鳽,little bittern,Ardeidae,鹭科,PELECANIFORMES,LC,二级,107,60,47,true,由Ixobrychus属归入Botaurus属（Päckert et al. 2014；Hruska et al. 2023；Chesser et al. 2024）
188,Botaurus sinensis,黄苇鳽,yellow bittern,Ardeidae,鹭科,PELECANIFORMES,LC,,314,314,0,true,由Ixobrychus属归入Botaurus属（Päckert et al. 2014；Hruska et al. 2023；Chesser et al. 2024）
189,Botaurus stellaris,大麻鳽,great bittern,Ardeidae,鹭科,PELECANIFORMES,LC,,392,392,0,true,
191,Brachypteryx cruralis,喜山短翅鸫,himalayan shortwing,Muscicapidae,鹟科,PASSERIFORMES,LC,,75,40,35,true,IUCN红色名录等级改为LC
194,Brachypteryx leucophris,白喉短翅鸫,lesser shortwing,Muscicapidae,鹟科,PASSERIFORMES,LC,,82,82,0,true,
195,Brachypteryx sinensis,中华短翅鸫,chinese shortwing,Muscicapidae,鹟科,PASSERIFORMES,LC,,84,74,10,true,IUCN红色名录等级改为LC
197,Branta bernicla,黑雁,brant goose,Anatidae,鸭科,ANSERIFORMES,LC,,125,125,0,true,
199,Branta hutchinsii,小美洲黑雁,cackling goose,Anatidae,鸭科,ANSERIFORMES,LC,,126,126,0,true,
200,Branta leucopsis,白颊黑雁,barnacle goose,Anatidae,鸭科,ANSERIFORMES,LC,,95,67,28,true,
201,Branta ruficollis,红胸黑雁,red breasted goose,Anatidae,鸭科,ANSERIFORMES,VU,二级,219,219,0,true,
202,Bubo bubo,雕鸮,eurasian eagle owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,231,231,0,true,
203,Bubo scandiacus,雪鸮,snowy owl,Strigidae,鸱鸮科,STRIGIFORMES,VU,二级,194,194,0,true,
204,Bucanetes mongolicus,蒙古沙雀,mongolian finch,Fringillidae,燕雀科,PASSERIFORMES,LC,,169,169,0,true,
205,Bucephala clangula,鹊鸭,common goldeneye,Anatidae,鸭科,ANSERIFORMES,LC,,343,343,0,true,
206,Buceros bicornis,双角犀鸟,great hornbill,Bucerotidae,犀鸟科,BUCEROTIFORMES,VU,一级,132,97,35,true,
207,Bulweria bulwerii,褐燕鹱,bulwer's petrel,Procellariidae,鹱科,PROCELLARIIFORMES,LC,,98,98,0,true,
209,Butastur indicus,灰脸鵟鹰,grey faced buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,382,382,0,true,
212,Buteo buteo,欧亚鵟,common buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,158,158,0,true,
213,Buteo hemilasius,大鵟,upland buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,552,552,0,true,
214,Buteo japonicus,普通鵟,eastern buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,1138,1138,0,true,
215,Buteo lagopus,毛脚鵟,rough legged buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,213,213,0,true,
216,Buteo refectus,喜山鵟,himalayan buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,137,137,0,true,
217,Buteo rufinus,棕尾鵟,long legged buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,142,142,0,true,
218,Butorides striata,绿鹭,striated heron,Ardeidae,鹭科,PELECANIFORMES,LC,,209,209,0,true,
219,Cacomantis merulinus,八声杜鹃,plaintive cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,163,163,0,true,
220,Cacomantis sonneratii,栗斑杜鹃,banded bay cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,103,54,49,true,
221,Calandrella acutirostris,细嘴短趾百灵,hume's short toed lark,Alaudidae,百灵科,PASSERIFORMES,LC,,158,158,0,true,
222,Calandrella brachydactyla,大短趾百灵,greater short toed lark,Alaudidae,百灵科,PASSERIFORMES,LC,,149,149,0,true,
